LastReportDate,Sex,NZAgeGroup,Cases
2021-04-05,Female,5-19,171
2020-08-31,Female,<1,2
2021-04-06,Male,20-34,435
2021-04-06,Male,>=80,21
2020-12-16,Female,65-79,81
2021-04-06,Male,35-49,271
2021-04-04,Male,1-4,22
2021-03-22,Male,5-19,107
2021-04-06,Female,20-34,483
2021-04-06,Female,50-64,241
2021-04-05,Female,35-49,276
2020-08-28,Female,>=80,21
2021-03-14,Male,<1,10
2021-03-20,Male,65-79,116
2021-04-06,Female,1-4,28
2021-04-06,Male,50-64,246
