LastReportDate,Sex,NZAgeGroup,Cases
2021-07-15,Female,5-19,185
2021-06-27,,35-49,1
2021-04-26,Female,<1,4
2021-07-16,Male,20-34,509
2021-04-06,Male,>=80,21
2021-04-10,Female,65-79,84
2021-07-17,Male,35-49,317
2021-07-16,Male,1-4,32
2021-07-12,Male,5-19,122
2021-07-15,Female,20-34,527
2021-07-17,Female,50-64,250
2021-07-17,Female,35-49,291
2021-04-23,Female,>=80,22
2021-07-16,Male,<1,11
2021-07-06,Unknown,35-49,2
2021-07-11,Male,65-79,123
2021-07-04,Female,1-4,37
2021-07-17,Male,50-64,276
