LastReportDate,Sex,NZAgeGroup,Cases
2021-06-01,Female,5-19,179
2021-04-26,Female,<1,4
2021-06-12,Male,20-34,484
2021-04-06,Male,>=80,21
2021-04-10,Female,65-79,84
2021-06-11,Male,35-49,298
2021-06-10,Male,1-4,28
2021-06-10,Male,5-19,116
2021-06-10,Female,20-34,511
2021-06-01,Female,50-64,247
2021-06-13,Female,35-49,287
2021-04-23,Female,>=80,22
2021-03-14,Male,<1,10
2021-06-01,Male,65-79,121
2021-06-06,Female,1-4,34
2021-06-12,Male,50-64,263
