LastReportDate,Ethnicity,Cases
2021-01-23,Unknown,13
2021-04-30,Middle Eastern/Latin American/African,122
2021-05-01,Maori,208
2021-05-07,European or Other,1466
2021-05-07,Pacific Peoples,197
2021-05-09,Asian,636
