ReportDate,DHBName,Confirmed,Probable,Deceased
2020-04-30,Waitemata,1,0,0
2020-05-01,Waitemata,1,1,0
2020-05-05,Waitemata,1,0,0
2020-05-06,Waitemata,1,0,0
2020-05-07,Waitemata,1,0,0
2020-05-08,Waitemata,0,1,0
2020-05-10,Waitemata,2,0,0
2020-05-14,Waitemata,1,0,0
2020-08-12,Waitemata,4,0,0
2020-08-13,Waitemata,2,0,0
2020-08-15,Waitemata,3,0,0
2020-08-18,Waitemata,1,0,0
2020-08-19,Waitemata,3,0,0
2020-08-20,Waitemata,1,0,0
2020-08-21,Waitemata,1,0,0
2020-08-22,Waitemata,2,0,0
2020-08-23,Waitemata,1,0,0
2020-08-24,Waitemata,2,0,0
2020-08-25,Waitemata,2,0,0
2020-08-26,Waitemata,4,0,0
2020-08-27,Waitemata,5,0,0
2020-08-28,Waitemata,3,0,0
2020-08-29,Waitemata,1,0,0
2020-08-30,Waitemata,0,0,0
2020-08-31,Waitemata,1,0,0
2020-09-02,Waitemata,1,0,0
2020-09-04,Waitemata,1,0,0
2020-09-05,Waitemata,5,0,0
2020-09-06,Waitemata,2,0,0
2020-09-07,Waitemata,4,0,0
2020-09-08,Waitemata,3,0,0
2020-09-09,Waitemata,1,0,0
2020-09-11,Waitemata,2,0,0
2020-09-12,Waitemata,1,0,0
2020-09-24,Waitemata,1,0,0
2020-10-17,Waitemata,1,0,0
2020-10-21,Waitemata,1,0,0
2020-10-22,Waitemata,1,0,0
2021-01-27,Waitemata,2,0,0
2021-02-04,Waitemata,1,0,0
2021-03-10,Waitemata,0,0,0
2020-03-22,West Coast,1,0,0
2020-03-26,West Coast,2,0,1
2020-04-01,West Coast,1,0,0
2020-04-05,West Coast,0,1,0
2020-03-27,Whanganui,3,0,0
2020-04-01,Whanganui,2,0,0
2020-04-02,Whanganui,2,0,0
2020-04-17,Whanganui,1,0,0
2020-04-19,Whanganui,0,1,0
